"","creative_properties","n","adid","creative_url","currency_code","spend","impressions","start_date","end_date","organization_name","billing_address","candidate_ballot_information","paying_advertiser_name","committee_name","committee_identification_number","disclosure_name_of_committee","advertising_jurisdiction","gender","age_bracket","country_code","regions_included","regions_excluded","electoral_districts_included","electoral_districts_excluded","radius_targeting_included","radius_targeting_excluded","metros_included","metros_excluded","postal_codes_included","postal_codes_excluded","location_categories_included","location_categories_excluded","interests","os_type","segments","language","advanced_demographics","targeting_connection_type","targeting_carrier_isp"
"70","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=Devastating.17s&utm_campaign=September#Stand-With-Our-Allies-Stand-Up-to-Dictators-and-Lead-on-the-World-Stage",1,"a12cf5c73fefe2bcb7847c539f294400eb29f237c8951caff3a668a8918079f6","https://www.snap.com/political-ads/asset/8868575d37adc91a05fc84abf1449e2ec8049f2204072fba7b9207f0f01ee9b6?mediaType=mp4","USD",2748,348747,2024-09-17,2024-10-01,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,"48126,48120,48127,48212,48128,48211,48310,48122,48124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=Feed-NoPlan.4s&utm_campaign=Debate1/#Strengthen-and-Bring-Down-the-Cost-of-Health-Care",15,"e4934ff6d13bf9564b4a9530eef2203deaea214374cbcdf19e82ecebf14c66f7","https://www.snap.com/political-ads/asset/cd272898db0c3cf4100774d589aefbd0d59bcd5366536ac2d1311f6dd9f4c3f4?mediaType=mp4","USD",41,4228,2024-09-12,2024-09-15,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=Feed-RvWDebate.22s&utm_campaign=Debate1/#Restore-and-Protect-Reproductive-Freedoms",15,"7f8a91a7732b5627e2a65f2d139b830cd28b91d4ca11e68a0a81265aa28fd475","https://www.snap.com/political-ads/asset/2a91e1be9257c495ed261725792060a4fee6312a1a76dc97fbd23f12e6dcb47c?mediaType=mp4","USD",58,6300,2024-09-12,2024-09-15,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=Feed-SCOTUSDebate.23s&utm_campaign=Debate1/#Restore-and-Protect-Reproductive-Freedoms",15,"d9e2a1ec8b8eae88961992af2123c6c65e36c9a267c2cc203055607a2830b072","https://www.snap.com/political-ads/asset/b327d8aa36e33b65022374ae6eab008b446ffebbe297e3f9bfb7e8e127f704d9?mediaType=mp4","USD",956,75218,2024-09-12,2024-09-15,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=Feed-TrumpSCOTUS.17s&utm_campaign=Debate1",15,"2d9c28d6bc37d24842801696bbb74d6690f3f82b26d01f726c043602bc88c6f3","https://www.snap.com/political-ads/asset/b0be6cb001698d975cbd41e70159fcacd13ba678062129ea6af28abef591a00c?mediaType=mp4","USD",332,25222,2024-09-12,2024-09-15,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=Feed-WEWDebate.35s&utm_campaign=Debate1/#Restore-and-Protect-Reproductive-Freedoms",15,"98be5e33b1bf1198b0e12343420c610343733bf0577c0e920c7c829d93503f6d","https://www.snap.com/political-ads/asset/c6cc7fd7dda17db84ed829c61ab554070b2f48f51866d25dde83a06914f9d46f?mediaType=mp4","USD",36,2749,2024-09-12,2024-09-15,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=IWillNotBeSilent.15s&utm_campaign=September#Stand-With-Our-Allies-Stand-Up-to-Dictators-and-Lead-on-the-World-Stage",1,"b9b6016e642f41a192e9f07942a90913eff1bd6c387f585490645b3a2d2158f2","https://www.snap.com/political-ads/asset/b24076948a81e282fd15906144334bfd478fb07fa491bc3930baa7b7969dc31a?mediaType=mp4","USD",2251,291336,2024-09-17,2024-10-01,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,"48126,48120,48127,48212,48128,48211,48310,48122,48124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=MyVoice.30s&utm_campaign=September",2,"aeffd47258ffe30630ec3c378d4571f27ee7fc629c4929af483c61647b98a45a","https://www.snap.com/political-ads/asset/80636a9c7df912870ac77f84bbdd1a9cd6348317a2e58ad8c2db112525739136?mediaType=mp4","USD",546,55447,2024-09-18,2024-11-06,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=Stories&utm_campaign=A-H",7,"af025224e19c0f58dda992c00bd11afced4e1bd5012ce828ba01beb9bd0a9ca5","https://www.snap.com/political-ads/asset/accccfcaa29891d0dedfaeb1c450dea923522520742eb8ea760d0d1106badb5b?mediaType=mp4","USD",269,21177,2024-10-12,2024-11-06,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=Stories&utm_campaign=A-M",7,"8773fa2aa83ddbf3f026605518d8239647375fdb06a07b942d85c4d1eb006591","https://www.snap.com/political-ads/asset/6802a7662bf574063a8675c0dfbf0ddc30b149827dad6448d0a463d11dbea564?mediaType=mp4","USD",85,10579,2024-10-05,2024-11-06,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=Stories&utm_campaign=B-C",12,"cc682eef44520354c31dc3f405f6111fe955500b3a624f9e2344cc848375ffcb","https://www.snap.com/political-ads/asset/4e55a19438ffac958bcfc420525606a11b4f9919e19bbc965143991d8af0a93b?mediaType=mp4","USD",6352,956984,2024-10-04,2024-11-06,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,"30013,30032,30034,30035,30038,30058,30083,30088,30168,30213,30236,30238,30250,30273,30274,30288,30291,30294,30296,30304,30310,30311,30315,30331,30336,30337,30344,30349,30354,30477,30665,30901,31063,31206,31323,31415,31701,31705,31743,31810,31827,31903,31907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=Stories&utm_campaign=B-P",24,"f2d8aa831fef4f54baa9d4ea7e7436d7f5012b860076c10595302c9368713bc9","https://www.snap.com/political-ads/asset/db51e84e84f248c0cfce4cbf19fef48e7e3f496f33f3a1328b5ea3833f968b78?mediaType=mp4","USD",434,50978,2024-10-04,2024-11-06,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,"53205,53216,53218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=Stories&utm_campaign=GM-C",232,"8ae9099332d9c3bd709af348e9ae0041958012143d0170209b7c9e97615e66c2","https://www.snap.com/political-ads/asset/43b0fe949a21ae4a59b044096aa10f6e83351b49e4f36074a67f4d9f5ce48b3a?mediaType=mp4","USD",43,6332,2024-09-27,2024-11-06,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=Stories&utm_campaign=GM-I#Restore-and-Protect-Reproductive-Freedoms",26,"332f89485cd37c74b3588d5df61a2b88bfcde648c0d154cfad1fd1a9d0f3f22a","https://www.snap.com/political-ads/asset/5d56ca49d923fe8cfacaf2f236e9b235e81869eeff428e9c3313cbb5e0997724?mediaType=mp4","USD",450,81452,2024-09-26,2024-11-06,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,"85042,85339,86046,85347,85396,85123,85543,85743,85357,85554,85928,85544,85634,86503,86507,85530,85145,85338,85747,85911,85912,85387,85936,85545,85348,85606,86320,86031,85365,85605,85142,85745,85553,85923,86045,86033,85326,85601,85321,85624,85630,85742,86332,85622,85939,86547,86329,86535,86052,85320,85927,85333,85641,86015,86437,85131,85623,85615,85658,85625,86409,86510,86511,85128,86515,86401,85132,85755,86504,85603,85392,85629,86337,86334,86432,86505,86506,86426,85361,85346,85140,85737,85139,85141,85539,85645,85356,86034,86035,85138,85552,85355,85736,85332,85194,85352,85639,86022,86538,85040,85546,85938,86508,85631,85354,85735,85653,85643,85937,85541,85637,86545,85121,85614,85322,85143,86556,86502,85337,85367,85122,86024,85342,86315,85933,85632,85924,85395,86413,86520,86540,85147,85531,86327,85137,86444,85212,85501,85922,85925,85617,85550,85941,86438,86025,85542,85926,86321,85610,86440,85193,85534,85602,85611,86020,85739,85325,86018,85638,85646,86411,86323,86053,86044,85940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=Stories&utm_campaign=GM-R#Restore-and-Protect-Reproductive-Freedoms",195,"33871044634ed92a1b62b208ee2f39be2e791153bfccee872ee79c80c3a7cb7d","https://www.snap.com/political-ads/asset/b75d0b4d6138ec656f1070dc18d6352ce50e9be013f4bd3356ae87289594bfef?mediaType=mp4","USD",221,27330,2024-09-27,2024-11-06,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,"89183,89705,89412,89002,89403,89046,89139,89018,89451,89701,89129,89179,89134,89166,89447,89178,89141,89124,89106,89144,89823,89130,89408,89032,89444,89074,89052,89506,89411,89441,89034,89704,89081,89439,89123,89025,89820,89424,89149,89013,89410,89138,89311,89460,89423,89005,89027,89419,89418,89148,89015,89086,89010,89021,89406,89510,89011,89508,89012,89007,89014,89143,89429,89706,89438,89402,89413,89310,89430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=Stories&utm_campaign=GM-RMD#Restore-and-Protect-Reproductive-Freedoms",55,"ec274d7f5752e11df940d15648e86aa94e0cb618a0c9ea5937fbb7990d1a3d8d","https://www.snap.com/political-ads/asset/badfd84652138206cb071224dfd78363942a0cc4f33d5a4c549b82d5bf3f1b6e?mediaType=mp4","USD",493,61740,2024-10-01,2024-10-08,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18-34","united states","North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=Stories&utm_campaign=GM-RMD#Support-American-Innovation-and-Workers",14,"872405322c4692cc2f6cb87d72613c315237d5a30936dc00f8ff2b1b4b790a1e","https://www.snap.com/political-ads/asset/aa21df4493f45113731a79ace844365367cd7789612a97663c73f5ea80a1ea34?mediaType=mp4","USD",124,16230,2024-10-01,2024-10-08,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18-34","united states",NA,NA,NA,NA,NA,NA,NA,NA,"89002,89005,89007,89010,89011,89012,89013,89014,89015,89018,89021,89025,89027,89031,89032,89034,89046,89047,89052,89074,89081,89086,89118,89120,89124,89129,89130,89131,89138,89139,89141,89143,89144,89145,89147,89148,89161,89166,89178,89179,89183,89310,89311,89402,89403,89406,89408,89410,89411,89412,89418,89419,89423,89429,89430,89431,89434,89436,89438,89439,89440,89441,89444,89447,89451,89460,89506,89508,89510,89511,89519,89523,89701,89704,89705,89706,89820,89823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=Stories&utm_campaign=GM-RMD#trump-issues-freedoms",14,"6f4f0fcc87000c3e80aac6504e300e97484a5197eb3ae924d730ddb0d5abf057","https://www.snap.com/political-ads/asset/0c5d1638779053d87b9e020490e2bf14338b040d97e1de4637b8edeb4083231a?mediaType=mp4","USD",743,88194,2024-10-01,2024-10-08,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18-34","united states","Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=Stories&utm_campaign=GM-RMDBT#Secure-Our-Borders-and-Fix-Our-Broken-Immigration-System",14,"95f194455ecad81bc4df5794616d687f7a8a4c66009c2b8010242d93b4a6e33b","https://www.snap.com/political-ads/asset/40fa08534926efbcb979d817b83575ef5db8a21c4d1844acd0615ec6e59d3621?mediaType=mp4","USD",28,6495,2024-10-01,2024-10-08,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18-34","united states",NA,NA,NA,NA,NA,NA,NA,NA,"68003,68007,68010,68015,68017,68018,68022,68025,68028,68033,68036,68040,68041,68042,68046,68050,68059,68064,68065,68066,68069,68070,68073,68102,68104,68105,68106,68107,68108,68110,68111,68112,68114,68116,68117,68118,68122,68124,68127,68130,68131,68132,68133,68134,68135,68136,68137,68142,68144,68147,68152,68154,68157,68164,68182,68366,68648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=Stories&utm_campaign=GM-RMDBT#Strengthen-and-Bring-Down-the-Cost-of-Health-Care",14,"1643be93b5ba1cce18cdca90343eb5460de53bc7e54e8f0664d7a545d36b6df4","https://www.snap.com/political-ads/asset/819d48826591d8ab6f7b2b16c689156eeb94c2ff49a9f2b1bf4d216058b8fc6c?mediaType=mp4","USD",87,20179,2024-10-01,2024-10-08,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18-34","united states",NA,NA,NA,NA,NA,NA,NA,NA,"30011,30019,30021,30024,30025,30028,30039,30040,30041,30047,30055,30056,30079,30102,30103,30104,30105,30107,30110,30113,30114,30115,30124,30125,30132,30139,30145,30147,30148,30153,30170,30171,30173,30175,30176,30178,30182,30183,30184,30185,30187,30188,30189,30205,30206,30217,30256,30257,30258,30259,30276,30277,30285,30292,30295,30314,30318,30325,30355,30410,30411,30415,30420,30427,30428,30446,30451,30452,30454,30457,30470,30473,30504,30506,30507,30510,30511,30512,30513,30516,30517,30518,30519,30520,30521,30523,30525,30527,30528,30529,30530,30531,30533,30534,30535,30536,30538,30540,30541,30542,30543,30545,30546,30547,30548,30549,30552,30553,30554,30555,30557,30558,30559,30560,30563,30564,30565,30566,30567,30571,30572,30575,30576,30582,30619,30620,30621,30622,30624,30625,30627,30628,30629,30630,30633,30634,30641,30643,30646,30648,30650,30656,30660,30662,30663,30666,30667,30668,30677,30680,30701,30705,30707,30708,30710,30711,30720,30721,30726,30728,30730,30731,30733,30734,30735,30736,30739,30740,30746,30747,30751,30753,30755,30802,30803,30807,30808,30810,30814,30817,30820,31002,31003,31009,31011,31012,31014,31017,31019,31022,31025,31029,31032,31036,31037,31038,31044,31045,31046,31050,31052,31054,31055,31060,31064,31065,31067,31070,31072,31075,31076,31077,31081,31085,31094,31097,31303,31309,31327,31411,31510,31512,31513,31519,31532,31543,31544,31549,31553,31556,31557,31560,31562,31563,31565,31568,31622,31624,31630,31634,31637,31642,31648,31649,31711,31722,31733,31738,31772,31773,31775,31778,31781,31783,31784,31789,31790,31798,31804,31806,31807,31811,31823,31826,31832,39829,39866,39877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=Stories&utm_campaign=GM-RV#Restore-and-Protect-Reproductive-Freedoms",18,"fa00d58813a686b11ff720719b18d4096bac6d7e5e4058e9899fb449bc946cac","https://www.snap.com/political-ads/asset/737510da66f8e265c874f5f3ae608d2530e102f725a55699e2d64a7379ed774c?mediaType=mp4","USD",8,1176,2024-10-06,2024-11-06,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=Stories&utm_campaign=L-E",70,"982901bfcacae4a41607b46da114fc91174f1624754b8dc2c2b3cd3810694831","https://www.snap.com/political-ads/asset/18e2840af6c932d8896c97dd9b3e71c64d4615c99fa0f1c5d052cac26dd34648?mediaType=mp4","USD",99,12920,2024-09-18,2024-11-06,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"es",NA,NA,NA
"92","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=Stories&utm_campaign=L-E#Make-Rent-More-Affordable-and-Home-Ownership-More-Attainable",11,"35681cc89354323b1ca44dd1b7a77cd31c3f18d78722ae2f29bb057b38dfb1e1","https://www.snap.com/political-ads/asset/4331b637048d86a1e0a150f7d1d3feefcdcf8cd698870219a0c891bf09024b9c?mediaType=mp4","USD",208,36931,2024-09-18,2024-11-06,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=Stories&utm_campaign=L-M#Secure-Our-Borders-and-Fix-Our-Broken-Immigration-System",11,"7063ef1b898be2dd21c821483cfbf4b3f1e8924b5ab4f453a27acf9dc4b9443d","https://www.snap.com/political-ads/asset/b3f4918cf9e490147034b580d858c8d4c9085616c44d216281f0eb8b7d181cf7?mediaType=mp4","USD",175,23468,2024-09-18,2024-11-06,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states",NA,"New York,Ohio,West Virginia,Maryland,Delaware,New Jersey",NA,NA,NA,NA,NA,NA,"18102,19601,19602,19604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","web_view_url:https://kamalaharris.com/issues/?utm_medium=ads&utm_source=Snapchat&utm_content=TaxCuts.30s&utm_campaign=September",11,"2b97af079fb83325dbf54802b5cbe49fca5d378828e94b09863b39c9f00b7326","https://www.snap.com/political-ads/asset/48e63922fc4b6d61cb3e9cae699517b4470991ad4ec7d2b97b562da393ad8407?mediaType=mp4","USD",1749,154902,2024-09-18,2024-11-06,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","web_view_url:https://kamalaharris.com/meet-kamala-harris/?utm_medium=ads&utm_source=Snapchat&utm_content=ALotofGoodStuff.21s&utm_campaign=September",14,"b7bee80a03c1198eff15c495d9f2c8aacb5c52bf7e34494055f7109e8f9a6034","https://www.snap.com/political-ads/asset/6f2eb464f003823b3db1781d0ed3f5b3d6f93afef19fbb51eeb11117edf0f30c?mediaType=mp4","USD",203,34742,2024-08-30,2024-09-27,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,"27006,27007,27009,27011,27012,27014,27018,27019,27020,27021,27022,27023,27024,27025,27027,27028,27030,27040,27043,27046,27050,27052,27053,27054,27055,27110,27205,27208,27235,27239,27260,27281,27284,27295,27298,27299,27305,27310,27314,27315,27325,27341,27349,27350,27356,27357,27358,27370,27376,27403,27405,27412,27501,27502,27503,27504,27510,27511,27514,27518,27519,27523,27524,27526,27527,27539,27540,27553,27557,27560,27562,27563,27569,27571,27572,27581,27582,27583,27587,27591,27592,27596,27597,27601,27610,27613,27614,27617,27701,27704,27707,27708,27807,27808,27809,27819,27832,27839,27840,27844,27845,27852,27864,27865,27866,27871,27872,27874,27876,27877,27878,27880,27886,27891,27910,27915,27916,27917,27923,27924,27927,27929,27941,27958,27962,27964,27965,27967,27968,27973,27978,27983,28001,28006,28012,28016,28018,28020,28021,28023,28027,28031,28032,28033,28035,28036,28037,28040,28041,28042,28043,28056,28071,28072,28075,28076,28078,28079,28080,28088,28090,28097,28098,28101,28104,28105,28107,28114,28115,28117,28119,28120,28124,28125,28127,28128,28129,28137,28138,28139,28146,28163,28164,28166,28167,28168,28169,28173,28206,28212,28213,28215,28216,28217,28223,28226,28262,28269,28270,28274,28318,28320,28325,28327,28333,28344,28347,28366,28373,28374,28387,28394,28398,28411,28422,28433,28443,28445,28450,28453,28455,28457,28458,28464,28468,28479,28501,28511,28521,28538,28553,28582,28594,28601,28606,28608,28609,28610,28611,28612,28613,28615,28617,28621,28622,28624,28625,28626,28628,28630,28631,28634,28635,28637,28638,28640,28641,28642,28643,28644,28646,28649,28650,28651,28652,28653,28654,28655,28657,28658,28659,28663,28665,28668,28669,28670,28671,28673,28676,28681,28682,28683,28684,28685,28689,28690,28693,28694,28697,28705,28707,28708,28712,28716,28717,28718,28720,28721,28722,28729,28730,28731,28732,28733,28734,28736,28739,28741,28742,28745,28746,28747,28749,28751,28752,28756,28759,28761,28762,28766,28768,28771,28772,28773,28774,28777,28781,28783,28785,28786,28790,28791,28792,28901,28902,28904,28905,28906,28909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","web_view_url:https://kamalaharris.com/meet-kamala-harris/?utm_medium=ads&utm_source=Snapchat&utm_content=BlackJobs.26s&utm_campaign=August",24,"f2b3e243b9a2401c578bea2b23bde84ec27f66a9d87599626183bb3c88e285ef","https://www.snap.com/political-ads/asset/039d0f477a05d039da8506355fbc9a972aa6cb8aef3b258de20372dfb7d701c0?mediaType=mp4","USD",4124,325327,2024-08-08,2024-09-12,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18-29","united states","Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","web_view_url:https://kamalaharris.com/meet-kamala-harris/?utm_medium=ads&utm_source=Snapchat&utm_content=DontPlay.83s&utm_campaign=September",10,"bc92e1ef5bc5c1804aa783aba40d53eec4fc35a70c2ec02e93ce2b462e4ca0c1","https://www.snap.com/political-ads/asset/d36316e1d730065ade2abc4a84ee53b7583270834f521d85266f86ff901fcdab?mediaType=mp4","USD",527,32646,2024-09-12,2024-11-06,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","web_view_url:https://kamalaharris.com/meet-kamala-harris/?utm_medium=ads&utm_source=Snapchat&utm_content=EconFuture.20s&utm_campaign=September",15,"9306bd8cc109c7ce37a8a9f89d6cb789e416cc73691316b3c69cf674f06e1010","https://www.snap.com/political-ads/asset/98c010eca947ee912bd0ae2a104f4c01e4f33b75ca0c3ad53a6022b8d73a6454?mediaType=mp4","USD",1850,137572,2024-08-30,2024-09-27,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","web_view_url:https://kamalaharris.com/meet-kamala-harris/?utm_medium=ads&utm_source=Snapchat&utm_content=EconomicPlanList.16s&utm_campaign=September",14,"255f2368a0694386bf09de2203a7c1d4d6d4f923bebfbd4be387042d577d630b","https://www.snap.com/political-ads/asset/6e61bb01aea174f544b38015e0fe70cea480b9a23093abe666de8a047a4eca49?mediaType=mp4","USD",238,39857,2024-08-30,2024-09-27,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,"84536,85042,85045,85085,85087,85118,85121,85122,85123,85128,85131,85132,85137,85138,85139,85140,85141,85142,85143,85145,85147,85191,85193,85194,85212,85256,85263,85264,85298,85303,85307,85320,85321,85322,85325,85326,85332,85333,85335,85337,85338,85339,85340,85341,85342,85343,85344,85347,85348,85352,85354,85355,85356,85357,85360,85361,85365,85367,85371,85383,85387,85390,85392,85395,85396,85501,85530,85531,85534,85535,85536,85539,85541,85542,85543,85544,85545,85546,85550,85552,85553,85554,85601,85602,85603,85605,85606,85610,85611,85614,85615,85616,85617,85619,85622,85623,85624,85625,85629,85630,85631,85632,85634,85637,85638,85639,85640,85641,85643,85645,85646,85650,85653,85658,85704,85730,85735,85736,85737,85739,85742,85743,85745,85747,85749,85750,85755,85901,85911,85912,85922,85923,85924,85925,85926,85927,85928,85930,85931,85932,85933,85936,85937,85938,85939,85940,85941,86015,86017,86018,86020,86022,86023,86024,86025,86028,86030,86031,86033,86034,86035,86039,86042,86043,86044,86045,86046,86047,86053,86054,86305,86314,86315,86320,86321,86322,86323,86324,86325,86326,86327,86329,86331,86332,86334,86335,86337,86338,86401,86404,86409,86411,86413,86426,86431,86432,86434,86435,86436,86437,86438,86440,86444,86502,86503,86504,86505,86506,86507,86508,86510,86511,86512,86514,86515,86520,86535,86538,86540,86544,86545,86547,86556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
