"","creative_properties","n","adid","creative_url","currency_code","spend","impressions","start_date","end_date","organization_name","billing_address","candidate_ballot_information","paying_advertiser_name","committee_name","committee_identification_number","disclosure_name_of_committee","advertising_jurisdiction","gender","age_bracket","country_code","regions_included","regions_excluded","electoral_districts_included","electoral_districts_excluded","radius_targeting_included","radius_targeting_excluded","metros_included","metros_excluded","postal_codes_included","postal_codes_excluded","location_categories_included","location_categories_excluded","interests","os_type","segments","language","advanced_demographics","targeting_connection_type","targeting_carrier_isp"
"31","web_view_url:https://iwillvote.com/?state=WI&utm_source=HFP&utm_campaign=HFP-DCS-MOT-2024&utm_medium=ads&utm_content=Snap-Story-WI-X-MOT-1P-Ad1050",2,"f5aab7473dededca40b7cb3b15c0e5cb4b401683d2d7e1e6f3b1109ae0e6036f","https://www.snap.com/political-ads/asset/9bfa54f545bc92727947966b9cc340d84af7ac5f45a9891e6c909299c215304c?mediaType=mp4","USD",16,2680,2024-10-13,2024-11-06,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","web_view_url:https://iwillvote.com/?state=WI&utm_source=HFP&utm_campaign=HFP-DCS-MOT-2024&utm_medium=ads&utm_content=Snap-Story-WI-X-MOT-1P-Ad1051",2,"d5947af3dd189e91ab95bf18ee1f3b8e335b8156b5e65240e645b9d11df0b3a5","https://www.snap.com/political-ads/asset/ac87f893401c297c082f1504ba4c5ed43f006f40bd492836f1189d461ab34e63?mediaType=mp4","USD",9,1399,2024-10-13,2024-11-06,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","web_view_url:https://iwillvote.com/?state=WI&utm_source=HFP&utm_campaign=HFP-DCS-MOT-2024&utm_medium=ads&utm_content=Snap-Story-WI-X-MOT-ZIPs-Ad1050",2,"ed4c4b5a1468a818f28e4b2a080aacb7da154ed6676662512981529e0f7eb736","https://www.snap.com/political-ads/asset/afcdb5eb78bedb140aea79c085dbf7928ac34381705034f561da7ce700c8252f?mediaType=mp4","USD",808,105429,2024-10-11,2024-11-06,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,"53208,53223,54861,53211,53713,53212,53704,53203,53210,53714,53707,53209,53706,53224,53225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","web_view_url:https://iwillvote.com/?state=WI&utm_source=HFP&utm_campaign=HFP-DCS-MOT-2024&utm_medium=ads&utm_content=Snap-Story-WI-X-MOT-ZIPs-Ad1051",2,"a134aa74fe041e1d9a6054d95245aeea08bd3342f60ffb4bb9e10009719846c4","https://www.snap.com/political-ads/asset/9a1c2d47fe618fde2c94af830df838c3bbe21e6009f16c01afba8bcc9de76e94?mediaType=mp4","USD",780,102664,2024-10-11,2024-11-06,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,"53208,53223,54861,53211,53713,53212,53704,53203,53210,53714,53707,53209,53706,53224,53225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","web_view_url:https://iwillvote.com/Locate?state=AZ&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-AZ-X-VBMC-1P-Ad1009",2,"9130c63ed657c1bbc8cede2f20bb44e17ceb268f8bb4abf18136d77314e5bbe2","https://www.snap.com/political-ads/asset/01b1f7b5ad13475e2eaf8b6e3c49b1d058f1b6d35a387e1711884e7c160aa1f7?mediaType=mp4","USD",27,3045,2024-10-12,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","web_view_url:https://iwillvote.com/Locate?state=AZ&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-AZ-X-VBMC-1P-Ad1011",2,"f02daafa05e57c79bd1464a4e835da4bf0f79f34735a1e9cdccfb5b6721b4890","https://www.snap.com/political-ads/asset/3e331d5cc136403b3003887990a44dcd29890150ac8231893e447cc37ccdd50e?mediaType=mp4","USD",463,31409,2024-10-13,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","web_view_url:https://iwillvote.com/Locate?state=AZ&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-AZ-X-VBMC-1P-Ad1012",2,"5adff0257043a7df940ed4621920c9dfff01e6a4e05a1bcb4eab15ecdafdecc1","https://www.snap.com/political-ads/asset/8d0dc9149e7304daf985719b3e0c0be6f36b5b9d3a69dca3d2a198656455bf95?mediaType=mp4","USD",236,32535,2024-10-12,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","web_view_url:https://iwillvote.com/Locate?state=AZ&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-AZ-X-VBMC-1P-Ad1014",2,"1f8901c80ed0ce800b209cde02008960df039d7ba39ed49cf2629a21b0f372c4","https://www.snap.com/political-ads/asset/4f82d1eaf1c15a9b18f2d716890bfd534056ee4aa2cc8a49e7857ab80e354388?mediaType=mp4","USD",437,61206,2024-10-12,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","web_view_url:https://iwillvote.com/Locate?state=AZ&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-AZ-X-VBMC-1P-Ad1105",2,"29e4b89967f01c881dcfe7795b1fac58fb03b65a9d4c45d8edbf89f4ca1b4ffa","https://www.snap.com/political-ads/asset/e9e312f8849e3e504e269ea66aa61c887f8dda65ab4d852b15a397e404b8cc34?mediaType=png","USD",142,9423,2024-10-13,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","web_view_url:https://iwillvote.com/Locate?state=GA&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-GA-X-VBMC-1P-Ad1009",2,"5d4035c409b776ddbbf4b69ec48933509f6ca649c4dc45b509a0d07e177abb98","https://www.snap.com/political-ads/asset/c2e32145cbcef7bcb42378b82728d6677fe7ce47959a2a35b95590597bdaa99f?mediaType=mp4","USD",19,1339,2024-10-11,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","web_view_url:https://iwillvote.com/Locate?state=GA&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-GA-X-VBMC-1P-Ad1011",2,"3948f36ad1e4a8d50318fb6585ad2333ce9b6e134878734b4614d866200775b7","https://www.snap.com/political-ads/asset/1becc3819f2a3489b9ca6b678b83a59c369894591bc638952ff89429469f1f59?mediaType=mp4","USD",14,1256,2024-10-11,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","web_view_url:https://iwillvote.com/Locate?state=GA&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-GA-X-VBMC-1P-Ad1012",2,"fea75b5ce32508c083a85011aaf1b6b89acb8addd2d87dd3763efcd454cfda41","https://www.snap.com/political-ads/asset/d058edd5179e5a5eda9c59675e7313749943a88028d974719a025828b6431d8d?mediaType=mp4","USD",40,3145,2024-10-12,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","web_view_url:https://iwillvote.com/Locate?state=GA&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-GA-X-VBMC-1P-Ad1014",2,"226c3d4c151aa9a96e1faf5cfc14b0a0bb72fdd62411413d2df022773fe1555f","https://www.snap.com/political-ads/asset/0a79345115bede83b8071f210133e755ec50e759756dab9cca2804345e4c8de5?mediaType=mp4","USD",11,1273,2024-10-12,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","web_view_url:https://iwillvote.com/Locate?state=GA&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-GA-X-VBMC-1P-Ad1095",2,"83a92ac941ea3bd7731e914d360c7d6aee3466886e99e5d0bb4d842975f0ec0a","https://www.snap.com/political-ads/asset/ad44442e4d729745b991be57de8ee77f2f12969fb10d387ed404aa7991846587?mediaType=png","USD",8,761,2024-10-12,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","web_view_url:https://iwillvote.com/Locate?state=MI&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-MI-X-VBMC-1P-Ad1009",4,"95f0e43b9ba15270cf03238e53442f5a7089379829bd1d6da1864166e355540b","https://www.snap.com/political-ads/asset/264a24ee22bf20ecdc3b2ef5bdfd7ca35ffd995575d034dcf7309e8c3ca34f5c?mediaType=mp4","USD",15,626,2024-10-12,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","web_view_url:https://iwillvote.com/Locate?state=MI&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-MI-X-VBMC-1P-Ad1011",4,"bc08cded13fd50fee87ad60505eb5ac00ffb97c683c3262c66cc85d28386f80c","https://www.snap.com/political-ads/asset/c570d74df41d75d8df5e31f1b75ceb93e67b0dbb6a69a1bff8f0c15b2626edd6?mediaType=mp4","USD",25,1765,2024-10-12,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","web_view_url:https://iwillvote.com/Locate?state=MI&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-MI-X-VBMC-1P-Ad1012",4,"eb6ce8d25a6d29f494bf38e5fdfe5ba5b94236aa06fc28c5226ae8b55100d963","https://www.snap.com/political-ads/asset/2f4bfa8f91630f1c29f3e621538e35df5308b82f35a5ee793f3910a6e00a8c4d?mediaType=mp4","USD",232,27685,2024-10-11,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","web_view_url:https://iwillvote.com/Locate?state=MI&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-MI-X-VBMC-1P-Ad1014",4,"00b38532ea8f08d251c4d4781425830fc3008053a5489f74283ec417f6b8efff","https://www.snap.com/political-ads/asset/74b5ec9d363e3579c233ab00be199de1f4c7a9cf1af465bb19d6a315a6c496bc?mediaType=mp4","USD",63,4730,2024-10-12,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","web_view_url:https://iwillvote.com/Locate?state=MI&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-MI-X-VBMC-1P-Ad1034",4,"fa096ad6b140ec6a17947727a933680d6370cf53a9971cc5c5a8811062a91407","https://www.snap.com/political-ads/asset/732dce178d8e11c0e84c10ea75491c57edc19ba6744aa2c0bdcdf993dee1a357?mediaType=png","USD",7,967,2024-10-11,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","web_view_url:https://iwillvote.com/Locate?state=NE&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-NE-X-VBMC-1P-Ad1009",1,"30bbc894b4a55fef652b6fdae098f172c254e300e434759df5530cd624965b57","https://www.snap.com/political-ads/asset/99ca243baf61183d59a0a25e32a6b2e4df77e34fa1695cc1960baed6e0a82925?mediaType=mp4","USD",70,5537,2024-10-11,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","web_view_url:https://iwillvote.com/Locate?state=NE&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-NE-X-VBMC-1P-Ad1011",1,"9b16aba5ecc2824aa9919c23780bae0e87fd6332c011ce45194e68be5c2fea63","https://www.snap.com/political-ads/asset/67a96d2e026063d482f9ad55b4e034f78ed0fb93adbbff4621cb0e3544ed36c4?mediaType=mp4","USD",65,3985,2024-10-11,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","web_view_url:https://iwillvote.com/Locate?state=NE&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-NE-X-VBMC-1P-Ad1012",1,"b8bd296df426483d1adf688a7e2c253d855514f5ced1edb17dbc4845b5e194d4","https://www.snap.com/political-ads/asset/280c9a122b35e80d77f13a9c701d477424f46254b66a1fc9ffb61ae82c6e99bd?mediaType=mp4","USD",54,2943,2024-10-11,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","web_view_url:https://iwillvote.com/Locate?state=NE&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-NE-X-VBMC-1P-Ad1014",1,"ac8bfc00aed807fa09b31a7185133f6867376da5e239bb87505ea3d5fb7284dd","https://www.snap.com/political-ads/asset/f432617636e79920024026f6eeaef4f8dc207c85745a04a32dcca4b68c8d9f94?mediaType=mp4","USD",85,7040,2024-10-11,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","web_view_url:https://iwillvote.com/Locate?state=NE&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-NE-X-VBMC-1P-Ad1043",1,"e90c2c96e8b6527bcbb5098a294b7dc05ecb50521377be84057ae5b3f17a725f","https://www.snap.com/political-ads/asset/5ac3a296c7b4ab4b936c864adf9f680f70f457f4dc0ea2c3ef98d911fcc19430?mediaType=png","USD",2,137,2024-10-11,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","web_view_url:https://iwillvote.com/Locate?state=NV&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-NV-X-VBMC-1P-Ad1009",4,"bdf92c5ce93f8f9ed00ee8d0dcbd3d186d592a025d13755028987bed7821a9e8","https://www.snap.com/political-ads/asset/a8ee3ee333b8315727d55fa405713735c457e4ef8e4d0583031c0f2c779c17bc?mediaType=mp4","USD",10,408,2024-10-12,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","web_view_url:https://iwillvote.com/Locate?state=NV&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-NV-X-VBMC-1P-Ad1011",4,"840cbe8f622abb55c22b4d19d65a428a7a992004221b617d1c3ba4ea93ce5d8d","https://www.snap.com/political-ads/asset/09dafb1f573e5c443f95987426cb9ec286b9cffeb164eac276999bc1befa83ec?mediaType=mp4","USD",127,11086,2024-10-11,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","web_view_url:https://iwillvote.com/Locate?state=NV&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-NV-X-VBMC-1P-Ad1012",4,"579918f9a699b9a920744ede1f61ab5748d99362847049767eaff7097f0602a3","https://www.snap.com/political-ads/asset/9cce190a1c30aab1f96939631bc92ee3b5e526ad296cbb7e01b8bee5ef67cbd5?mediaType=mp4","USD",10,736,2024-10-12,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","web_view_url:https://iwillvote.com/Locate?state=NV&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-NV-X-VBMC-1P-Ad1014",4,"2c698bb2463552d5a112254473cf39146a28ed3e53ab29cbfd0695f8aad22afa","https://www.snap.com/political-ads/asset/8246c921111497879f96f9253b3159c1254825f35db8cb6d82bbc87edea5e52c?mediaType=mp4","USD",68,4022,2024-10-12,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","web_view_url:https://iwillvote.com/Locate?state=NV&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-NV-X-VBMC-1P-Ad1086",4,"73d466283b80e1916e249078a200f5e4182db543e4ac61f375b6d92b5dd2728f","https://www.snap.com/political-ads/asset/53872495e61cc3582063dff278fd0755ec1eed19fa192b0e5bfd70036eddcac2?mediaType=png","USD",24,2657,2024-10-11,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","web_view_url:https://iwillvote.com/Locate?state=PA&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-PA-X-VBMC-1P-Ad1009",4,"580b2db56b967c59a3973b9e4ca7cfc00f559b1f826b3ce334a460f5f6155616","https://www.snap.com/political-ads/asset/6612261eaf10e463d96dccaed8a3fec7a99bb2b8c996f352ee70183aa9e2ea20?mediaType=mp4","USD",5,200,2024-10-12,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","web_view_url:https://iwillvote.com/Locate?state=PA&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-PA-X-VBMC-1P-Ad1011",4,"a555c612503f71aa7e4bad0aaf452cb3d7264455b44fadd6d242bb2d2b890343","https://www.snap.com/political-ads/asset/7e5c0d0280b882cb34f1d36cdfbf8073225fe005061559f5ad299af594bfa9b0?mediaType=mp4","USD",116,16196,2024-10-11,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","web_view_url:https://iwillvote.com/Locate?state=PA&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-PA-X-VBMC-1P-Ad1012",4,"e4b50eb42f8ccdf9f9f7e3f56cd6c11ff42ffc7da6932260ccfd61bdd65d9f23","https://www.snap.com/political-ads/asset/ff1447e143aaa02bf62dcfd2aefc233f43ddc1da047449778df7358832e5c313?mediaType=mp4","USD",1,114,2024-10-12,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","web_view_url:https://iwillvote.com/Locate?state=PA&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-PA-X-VBMC-1P-Ad1014",4,"f4875fdb9bec28d941830206a47eb9c7dc1970ac71448958f67522aa61a31ea9","https://www.snap.com/political-ads/asset/f6d7ef3d336bdf181593af449ca6819e097254217709afa61ad5845203f774f6?mediaType=mp4","USD",54,3315,2024-10-12,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","web_view_url:https://iwillvote.com/Locate?state=PA&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-PA-X-VBMC-1P-Ad1026",4,"6c1529ec61f34962b9ab575babde824923465606544e4feede1478d9cb2b656a","https://www.snap.com/political-ads/asset/4ae8bcbd60cf1464d6217773d061caee8fb8f272112056f44c7da0793ef4c7c4?mediaType=png","USD",15,683,2024-10-12,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","web_view_url:https://iwillvote.com/Locate?state=WI&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-WI-X-VBMC-1P-Ad1004",2,"aa062d740b703bed8518fed958257dde52288fc00f907bb49ff272902094b1b6","https://www.snap.com/political-ads/asset/86ac9c9d1f60c8c0e3c2cfabd01d89932ef23376e8cf66f0b0d42dd846f83339?mediaType=png","USD",25,3912,2024-10-11,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","web_view_url:https://iwillvote.com/Locate?state=WI&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-WI-X-VBMC-1P-Ad1009",2,"061b7bdce539a75da14fadd39d388b00dd8fa5c5e390b18c2211650761389c67","https://www.snap.com/political-ads/asset/f48811898f496c5f08bacbdd6021e1e347702659a31fbf4f8eb7d988beeacbf3?mediaType=mp4","USD",103,8434,2024-10-11,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","web_view_url:https://iwillvote.com/Locate?state=WI&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-WI-X-VBMC-1P-Ad1011",2,"8021a63f43edff9c2926bb51f06d1f447f240f40d5572f3ebd199e7d4fae2a27","https://www.snap.com/political-ads/asset/f825a5283e39b3b75175b4285f6f4475125726797f51f76cda8b1f59023e75a7?mediaType=mp4","USD",0,70,2024-10-12,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","web_view_url:https://iwillvote.com/Locate?state=WI&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-WI-X-VBMC-1P-Ad1012",2,"8822cf5938a8cfe88284d886d737e3b85e444b214d3e75c066537596ee099f75","https://www.snap.com/political-ads/asset/dfa4003edfc28508f43033f416d91a6b4ddfb92f162f86ea5c18b7c523103c3e?mediaType=mp4","USD",25,3327,2024-10-11,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","web_view_url:https://iwillvote.com/Locate?state=WI&utm_source=HFP&utm_campaign=HFP-DCS-VBMC-2024&utm_medium=ads&utm_content=Snap-Story-WI-X-VBMC-1P-Ad1014",2,"7b234fb6aa4814ef1cf4ed69cf8fd2256b1be95abf65ee2297ead48745d8c750","https://www.snap.com/political-ads/asset/459104f9d8e94cc6691b82fcb36a17b24eb2d961977d496cc0b8b48b4d0a1276?mediaType=mp4","USD",166,23190,2024-10-11,2024-10-31,"Harris for President","US","Kamala Harris","Harris for President",NA,NA,NA,NA,NA,"18+","united states","Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
